"J","Jprime","phi","sym","sigma","expsym","intsysmeps","fraction","ss_var","int_constant_ana","residuals","resnorm","ag","bg","cg","mean","stdev","field_x","field_y","C1","C2","CV","upper","lower","ag_range","bg_range","cg_range",
3412.2097,-4351.8071,0.82314,-0.20579,-0.20579,1.2285,1.1076,5.45e-05,-5,4.9205e-05,3.0501e-05,0.0027033,0.1327,2.0309,0.45588,57.6246,39.3817,-5,0,0.35,0.51213,0.68342,0.091939,0.17345,0.091939,2.1326,0.53649,
1236.3062,-4351.8071,3.0088,-0.95799,-1.1638,3.202,1.1076,5.45e-05,-4.5,,3.0501e-05,,,,,,,-4.5,0,,,,1.8988,2.1631,0.17345,1.9426,0.38078,
448.1218,-1576.3687,2.9303,-1.4848,-2.6485,14.1335,4.3339,0.00021325,-4,,0.00013129,,,,,,,-4,0,,,,0.37431,0.53746,0.16452,1.8988,0.41232,
162.6153,-571.013,2.8224,-1.4382,-4.0867,59.5448,18.4196,0.00090633,-3.5,,0.00061456,,,,,,,-3.5,0,,,,,,0.10551,2.1631,0.49776,
59.1954,-206.8398,2.6655,-1.372,-5.4587,234.7972,73.5855,0.0036208,-3,,0.0026983,,,,,,,-3,0,,,,,,0.17164,1.9651,0.37431,
21.7333,-74.9242,2.422,-1.2719,-6.7306,837.6574,268.1137,0.013192,-2.5,,0.010748,,,,,,,-2.5,0,,,,,,0.095067,2.1008,0.53746,
8.1633,-27.14,2.0232,-1.1113,-7.8419,2545.0883,845.6864,0.041612,-2,,0.019728,,,,,,,-2,0.016901,,,,,,,,,
3.2478,-9.831,1.3721,-0.84883,-8.6907,5947.629,2123.1793,0.10447,-1.5,,-0.037593,,,,,,,-1.5,0.13521,,,,,,,,,
1.4672,-3.5611,0.46317,-0.45881,-9.1496,9410.2931,3839.4805,0.18892,-1,,-0.0017375,,,,,,,-1,0.19155,,,,,,,,,
0.82221,-1.29,-0.73304,0.067466,-9.0821,8796.3575,4551.6626,0.22396,-0.5,,-0.0013869,,,,,,,-0.5,0.22676,,,,,,,,,
0.58858,-0.46726,-1.2033,0.48407,-8.598,5420.9051,3554.3157,0.17489,0,,-0.0077886,,,,,,,0,0.17113,,,,,,,,,
0.50395,-0.16926,-1.2882,0.62288,-7.9751,2907.7668,2082.168,0.10245,0.5,,-0.015288,,,,,,,0.5,0.10775,,,,,,,,,
0.4733,-0.061311,-1.1613,0.61238,-7.3628,1576.1859,1120.9882,0.055158,1,,-0.0092669,,,,,,,1,0.064789,,,,,,,,,
0.46219,-0.022209,-0.99256,0.53845,-6.8243,919.9399,624.0314,0.030705,1.5,,-0.0081035,,,,,,,1.5,0.043662,,,,,,,,,
0.45817,-0.0080448,-0.84298,0.45888,-6.3654,581.392,375.333,0.018468,2,,0.0061521,,,,,,,2,0.01831,,,,,,,,,
0.45671,-0.0029141,-0.72327,0.39156,-5.9739,393.0218,243.6035,0.011986,2.5,,0.0044944,,,,,,,2.5,0.01338,,,,,,,,,
0.45618,-0.0010556,-0.62963,0.33822,-5.6356,280.2385,168.3151,0.0082819,3,,0.0073498,,,,,,,3,0.006338,,,,,,,,,
0.45599,-0.00038237,-0.55601,0.29641,-5.3392,208.3527,122.1478,0.0060103,3.5,,0.0073436,,,,,,,3.5,0.0035211,,,,,,,,,
0.45592,-0.00013851,-0.49723,0.26331,-5.0759,160.12,92.1182,0.0045327,4,,0.0081629,,,,,,,4,0.00070423,,,,,,,,,
0.4559,-5.0171e-05,-0.44948,0.23668,-4.8392,126.3741,71.6235,0.0035242,4.5,,0.0073977,,,,,,,4.5,0,,,,,,,,,
0.45589,-1.8174e-05,-0.41001,0.21487,-4.6244,101.939,57.0783,0.0028085,5,,0.0062822,,,,,,,5,0,,,,,,,,,
0.45589,-6.5831e-06,-0.37688,0.19672,-4.4277,83.7346,46.4184,0.002284,5.5,,,,,,,,,,,,,,,,,,,
0.45589,-2.3846e-06,-0.3487,0.18139,-4.2463,69.8435,38.3945,0.0018892,6,,,,,,,,,,,,,,,,,,,

