"J","Jprime","phi","sym","sigma","expsym","intsysmeps","fraction","ss_var","int_constant_ana","residuals","resnorm","ag","bg","cg","mean","stdev","field_x","field_y","C1","C2","CV","upper","lower","ag_range","bg_range","cg_range",
1911.47,-2286.3576,0.81438,-0.2036,-0.2036,1.2258,1.0163,0.00014645,-5,0.0001441,7.0674e-05,0.002248,0.20972,1.8235,0.36372,51.3685,30.2862,-5,0,0.35,0.59364,0.58959,0.16246,0.25698,0.16246,1.9539,0.44132,
768.2912,-2286.3576,2.5457,-0.84001,-1.0436,2.8394,1.0163,0.00014645,-4.5,,7.0674e-05,,,,,,,-4.5,0,,,,1.6862,1.9608,0.25698,1.7186,0.28978,
308.9351,-918.7123,2.4815,-1.2568,-2.3004,9.9781,3.2044,0.00046174,-4,,0.00025017,,,,,,,-4,0,,,,0.28543,0.44201,0.25497,1.6862,0.30589,
124.3549,-369.1602,2.3945,-1.219,-3.5194,33.7634,10.9354,0.0015757,-3.5,,0.0009622,,,,,,,-3.5,0,,,,,,0.17281,1.9608,0.41379,
50.1863,-148.3373,2.2708,-1.1663,-4.6857,108.3851,35.5371,0.0051207,-3,,0.003519,,,,,,,-3,0,,,,,,0.25467,1.7401,0.28543,
20.3836,-59.6054,2.0857,-1.0891,-5.7748,322.083,107.617,0.015507,-2.5,,0.01195,,,,,,,-2.5,0,,,,,,0.16654,1.9184,0.44201,
8.4082,-23.9509,1.7962,-0.97047,-6.7453,850.0369,293.03,0.042224,-2,,0.012242,,,,,,,-2,0.023941,,,,,,,,,
3.5962,-9.624,1.3404,-0.78415,-7.5294,1862.0453,678.0206,0.0977,-1.5,,-0.037316,,,,,,,-1.5,0.12891,,,,,,,,,
1.6626,-3.8672,0.69019,-0.50765,-8.0371,3093.5632,1238.9021,0.17852,-1,,0.0021955,,,,,,,-1,0.17753,,,,,,,,,
0.88564,-1.5539,-0.67337,-0.0042065,-8.0413,3106.6036,1550.0417,0.22335,-0.5,,0.00084654,,,,,,,-0.5,0.22284,,,,,,,,,
0.57344,-0.6244,-1.0364,0.42745,-7.6138,2026.0356,1283.1598,0.1849,0,,-0.013561,,,,,,,0,0.18785,,,,,,,,,
0.44799,-0.2509,-1.3449,0.59534,-7.0185,1117.1075,785.7858,0.11323,0.5,,-0.0095689,,,,,,,0.5,0.11455,,,,,,,,,
0.39759,-0.10082,-1.3521,0.67426,-6.3442,569.2042,421.5779,0.060747,1,,-0.0077747,,,,,,,1,0.069982,,,,,,,,,
0.37733,-0.040511,-1.223,0.64377,-5.7005,299.0088,217.0533,0.031276,1.5,,0.0023985,,,,,,,1.5,0.034622,,,,,,,,,
0.36919,-0.016278,-1.0674,0.57258,-5.1279,168.6611,116.9175,0.016847,2,,0.0015494,,,,,,,2,0.021731,,,,,,,,,
0.36592,-0.0065409,-0.92691,0.49857,-4.6293,102.4444,67.7764,0.0097663,2.5,,0.009711,,,,,,,2.5,0.0058932,,,,,,,,,
0.36461,-0.0026283,-0.8106,0.43438,-4.1949,66.3498,42.1985,0.0060806,3,,0.0051683,,,,,,,3,0.0058932,,,,,,,,,
0.36408,-0.0010561,-0.71656,0.38179,-3.8131,45.2929,27.9107,0.0040218,3.5,,0.0059947,,,,,,,3.5,0.0022099,,,,,,,,,
0.36387,-0.00042437,-0.6405,0.33927,-3.4739,32.2618,19.3887,0.0027938,4,,0.003362,,,,,,,4,0.0029466,,,,,,,,,
0.36378,-0.00017052,-0.57838,0.30472,-3.1692,23.7876,14.0123,0.0020191,4.5,,0.0042554,,,,,,,4.5,0.00073665,,,,,,,,,
0.36375,-6.852e-05,-0.52696,0.27633,-2.8928,18.0443,10.458,0.0015069,5,,0.0036748,,,,,,,5,0.00036832,,,,,,,,,
0.36373,-2.7533e-05,-0.48382,0.25269,-2.6401,14.0151,8.0149,0.0011549,5.5,,,,,,,,,,,,,,,,,,,
0.36373,-1.1063e-05,-0.44716,0.23274,-2.4074,11.105,6.28,0.00090492,6,,,,,,,,,,,,,,,,,,,

