ID,lat,lon,ele,time,name
131,35.95512399,-116.700617,91.120621,2016-11-15T18:25:09Z,SO2-2-1
132,35.95999204,-116.69222,168.041794,2016-11-15T20:39:24Z,SO2-2-10
133,35.96142098,-116.690449,181.305817,2016-11-15T21:18:27Z,SO2-2-11
134,35.96213303,-116.689721,192.163284,2016-11-15T21:29:43Z,SO2-2-12
135,35.96307498,-116.689397,201.183105,2016-11-15T21:43:53Z,SO2-2-13
136,35.95751996,-116.706418,54.828911,2016-11-17T22:34:13Z,SO2-2-14
137,35.95700003,-116.708205,40.345184,2016-11-17T22:57:00Z,SO2-2-15
138,35.95757201,-116.709641,33.50251,2016-11-17T23:18:03Z,SO2-2-16
139,35.95804702,-116.711434,25.76355,2016-11-17T23:33:58Z,SO2-2-17
140,35.95546598,-116.699596,92.789093,2016-11-15T18:38:48Z,SO2-2-2
141,35.95566798,-116.698541,104.551086,2016-11-15T18:49:25Z,SO2-2-3
142,35.95615799,-116.697538,112.965912,2016-11-15T19:08:03Z,SO2-2-4
143,35.95676299,-116.696529,126.278389,2016-11-15T19:24:28Z,SO2-2-5
144,35.95722802,-116.695485,132.204117,2016-11-15T19:35:35Z,SO2-2-6
145,35.95756204,-116.694122,137.821198,2016-11-15T19:58:18Z,SO2-2-7
146,35.95840098,-116.693481,148.898148,2016-11-15T20:11:32Z,SO2-2-8
147,35.95914102,-116.692866,156.593384,2016-11-15T20:28:03Z,SO2-2-9
148,35.95682401,-116.716397,-9.645981,2016-11-18T00:00:04Z,SO2-30-1
149,35.95580502,-116.716947,-17.133377,2016-11-18T00:14:50Z,SO2-30-2
150,35.95454698,-116.717249,-19.08024,2016-11-18T17:27:32Z,SO2-30-3
151,35.95354501,-116.717241,-33.535252,2016-11-18T17:42:22Z,SO2-30-4
152,35.95748501,-116.698627,100.320328,2016-11-16T00:03:46Z,SO2-3b-1
153,35.95685201,-116.700114,91.355644,2016-11-17T21:30:04Z,SO2-3b-2
154,35.95686299,-116.702744,75.745316,2016-11-17T22:00:57Z,SO2-3b-3
155,35.964472,-116.689776,180.25563,2016-11-15T22:09:04Z,SO2-4-1
156,35.95720598,-116.713069,6.705284,2016-11-17T18:41:49Z,SO2-4-10
157,35.95669996,-116.710221,26.286646,2016-11-17T19:08:04Z,SO2-4-11
158,35.95603603,-116.707479,41.080788,2016-11-17T19:35:24Z,SO2-4-12
159,35.95573604,-116.704573,57.676071,2016-11-17T20:03:56Z,SO2-4-13
160,35.95684396,-116.701976,75.284073,2016-11-17T20:34:29Z,SO2-4-14
161,35.95894597,-116.724104,-48.738018,2016-11-18T18:00:43Z,SO2-4-15
162,35.96233503,-116.69054,161.435379,2016-11-15T22:39:22Z,SO2-4-2
163,35.960978,-116.692756,142.045563,2016-11-15T22:54:54Z,SO2-4-3
164,35.95901596,-116.694189,127.698669,2016-11-15T23:14:03Z,SO2-4-4
165,35.95754201,-116.696343,117.44548,2016-11-15T23:33:16Z,SO2-4-5
166,35.95734604,-116.699228,93.806984,2016-11-16T00:20:58Z,SO2-4-6
167,35.95844599,-116.721322,-35.510056,2016-11-17T17:24:23Z,SO2-4-7
168,35.95831096,-116.718518,-24.068508,2016-11-17T17:51:43Z,SO2-4-8
169,35.957527,-116.71594,-6.657858,2016-11-17T18:14:39Z,SO2-4-9
