"J","Jprime","phi","sym","sigma","expsym","intsysmeps","fraction","ss_var","int_constant_ana","residuals","resnorm","ag","bg","cg","mean","stdev","field_x","field_y","C1","C2","CV","upper","lower","ag_range","bg_range","cg_range",
90.0793,-81.4136,0.7289,-0.18222,-0.18222,1.1999,0.81752,0.0016414,-5,0.0020078,0.00057592,0.010004,0.21718,1.2052,0.14348,51.8128,37.2669,-5,0,0.95,1.3208,0.71926,0.065637,0.36872,0.065637,1.5392,0.34426,
49.3724,-81.4136,1.4528,-0.54542,-0.72764,2.0702,0.81752,0.0016414,-4.5,,0.00057592,,,,,,,-4.5,0,,,,0.87019,1.5403,0.36872,0.99322,-0.030764,
27.0904,-44.5641,1.4228,-0.71888,-1.4465,4.2483,1.5796,0.0031716,-4,,0.0013327,,,,,,,-4,0,,,,-0.057303,0.34427,0.36468,0.87019,-0.011226,
14.8937,-24.3935,1.3839,-0.70165,-2.1482,8.5692,3.2044,0.0064339,-3.5,,0.0032705,,,,,,,-3.5,0,,,,,,0.10798,1.5403,0.28722,
8.2174,-13.3525,1.3333,-0.6793,-2.8275,16.9027,6.368,0.012786,-3,,0.0077736,,,,,,,-3,0,,,,,,0.2695,1.4044,-0.057303,
4.563,-7.3089,1.2698,-0.65078,-3.4783,32.403,12.3264,0.024749,-2.5,,0.017649,,,,,,,-2.5,0,,,,,,0.086274,1.416,0.34427,
2.5626,-4.0007,1.2007,-0.61762,-4.0959,60.0918,23.1237,0.046428,-2,,0.023976,,,,,,,-2,0.013728,,,,,,,,,
1.4677,-2.1899,1.1831,-0.59595,-4.6918,109.0518,42.2859,0.084903,-1.5,,-0.050627,,,,,,,-1.5,0.12672,,,,,,,,,
0.86832,-1.1987,1.7895,-0.74314,-5.435,229.2851,84.5842,0.16983,-1,,-0.050791,,,,,,,-1,0.22386,,,,,,,,,
0.54024,-0.65615,-1.7241,-0.016354,-5.4513,233.0656,115.5877,0.23208,-0.5,,0.032419,,,,,,,-0.5,0.2038,,,,,,,,,
0.36066,-0.35916,-0.87014,0.64855,-4.8028,121.8471,88.7282,0.17815,0,,-0.00336,,,,,,,0,0.16473,,,,,,,,,
0.26236,-0.1966,-0.99651,0.46666,-4.3361,76.4092,49.5641,0.099516,0.5,,-0.041351,,,,,,,0.5,0.11985,,,,,,,,,
0.20856,-0.10761,-1.1552,0.53792,-3.7982,44.62,30.2573,0.060752,1,,-0.015011,,,,,,,1,0.067582,,,,,,,,,
0.1791,-0.058905,-1.2348,0.59748,-3.2007,24.5497,17.2924,0.03472,1.5,,-0.0039442,,,,,,,1.5,0.041711,,,,,,,,,
0.16298,-0.032244,-1.2321,0.61671,-2.584,13.2499,9.4499,0.018974,2,,0.011504,,,,,,,2,0.016895,,,,,,,,,
0.15416,-0.017649,-1.1759,0.602,-1.982,7.2571,5.1268,0.010294,2.5,,0.015302,,,,,,,2.5,0.0068638,,,,,,,,,
0.14933,-0.009661,-1.095,0.56773,-1.4143,4.1134,2.8426,0.0057075,3,,0.012036,,,,,,,3,0.0058078,,,,,,,,,
0.14668,-0.0052882,-1.0079,0.52571,-0.88855,2.4316,1.6363,0.0032853,3.5,,0.0084012,,,,,,,3.5,0.0063358,,,,,,,,,
0.14523,-0.0028947,-0.92427,0.48303,-0.40552,1.5001,0.98292,0.0019735,4,,0.010845,,,,,,,4,0.0015839,,,,,,,,,
0.14444,-0.0015845,-0.84826,0.44313,0.037612,0.96309,0.61579,0.0012364,4.5,,0.010138,,,,,,,4.5,0.00052798,,,,,,,,,
0.14401,-0.00086731,-0.78085,0.40728,0.44489,0.6409,0.401,0.00080513,5,,0.0092853,,,,,,,5,0,,,,,,,,,
0.14377,-0.00047475,-0.7217,0.37564,0.82053,0.4402,0.27027,0.00054266,5.5,,,,,,,,,,,,,,,,,,,
0.14364,-0.00025987,-0.66996,0.34791,1.1684,0.31085,0.18776,0.000377,6,,,,,,,,,,,,,,,,,,,

