"J","Jprime","phi","sym","sigma","expsym","intsysmeps","fraction","ss_var","int_constant_ana","residuals","resnorm","ag","bg","cg","mean","stdev","field_x","field_y","C1","C2","CV","upper","lower","ag_range","bg_range","cg_range",
64.5553,-54.7465,0.64627,-0.16157,-0.16157,1.1754,0.76541,0.002674,-5,0.0034936,0.00082213,0.014635,0.25656,1.1053,0.084542,58.4672,47.6443,-5,0,0.95,1.1658,0.81489,0.087537,0.42557,0.087537,1.5057,0.30254,
37.1821,-54.7465,1.2459,-0.47304,-0.63461,1.8863,0.76541,0.002674,-4.5,,0.00082213,,,,,,,-4.5,0,,,,0.69107,1.5196,0.42557,0.8449,-0.051424,
21.431,-31.502,1.2132,-0.61477,-1.2494,3.4882,1.3436,0.0046941,-4,,0.0016858,,,,,,,-4,0,,,,-0.13345,0.30254,0.35401,0.69107,0.00044632,
12.3677,-18.1268,1.172,-0.5963,-1.8457,6.3324,2.4551,0.0085773,-3.5,,0.0036337,,,,,,,-3.5,0,,,,,,0.14135,1.5196,0.21746,
7.1524,-10.4304,1.1206,-0.57317,-2.4188,11.2329,4.3913,0.015342,-3,,0.0075918,,,,,,,-3,0,,,,,,0.29525,1.3704,-0.13345,
4.1515,-6.0018,1.0593,-0.54498,-2.9638,19.3718,7.6512,0.02673,-2.5,,0.015216,,,,,,,-2.5,0,,,,,,0.11151,1.3006,0.30254,
2.4247,-3.4536,0.999,-0.51457,-3.4784,32.4074,12.9448,0.045224,-2,,0.018047,,,,,,,-2,0.010977,,,,,,,,,
1.4311,-1.9872,1.0114,-0.5026,-3.981,53.5699,21.4943,0.075093,-1.5,,-0.071522,,,,,,,-1.5,0.12514,,,,,,,,,
0.85939,-1.1435,2.0887,-0.77503,-4.756,116.2819,42.4629,0.14835,-1,,-0.085278,,,,,,,-1,0.21789,,,,,,,,,
0.5304,-0.65798,-1.1712,-0.22937,-4.9854,146.2604,65.6356,0.22931,-0.5,,0.016082,,,,,,,-0.5,0.21186,,,,,,,,,
0.3411,-0.37861,-0.9234,0.52366,-4.4617,86.6369,58.2243,0.20341,0,,0.017445,,,,,,,0,0.17728,,,,,,,,,
0.23217,-0.21786,-1.2191,0.53563,-3.9261,50.7085,34.3364,0.11996,0.5,,-0.01042,,,,,,,0.5,0.11581,,,,,,,,,
0.16949,-0.12536,-1.5763,0.69886,-3.2272,25.2098,18.9796,0.066307,1,,0.0062009,,,,,,,1,0.061471,,,,,,,,,
0.13342,-0.072134,-1.8661,0.8606,-2.3666,10.6614,8.9678,0.03133,1.5,,0.0050145,,,,,,,1.5,0.040615,,,,,,,,,
0.11267,-0.041507,-2.0315,0.9744,-1.3922,4.0238,3.6713,0.012826,2,,0.013891,,,,,,,2,0.018112,,,,,,,,,
0.10073,-0.023884,-2.0731,1.0262,-0.36607,1.4421,1.3665,0.0047739,2.5,,0.017269,,,,,,,2.5,0.0060373,,,,,,,,,
0.093855,-0.013743,-2.0244,1.0244,0.65832,0.51772,0.48994,0.0017117,3,,0.010432,,,,,,,3,0.007135,,,,,,,,,
0.089901,-0.007908,-1.9245,0.98724,1.6456,0.1929,0.17766,0.00062066,3.5,,0.0081589,,,,,,,3.5,0.0054885,,,,,,,,,
0.087625,-0.0045504,-1.803,0.93188,2.5774,0.075968,0.067218,0.00023483,4,,0.010331,,,,,,,4,0.00054885,,,,,,,,,
0.086316,-0.0026184,-1.678,0.87026,3.4477,0.031818,0.026947,9.4141e-05,4.5,,0.007768,,,,,,,4.5,0.0010977,,,,,,,,,
0.085563,-0.0015066,-1.5589,0.80924,4.257,0.014165,0.011496,4.0162e-05,5,,0.0068103,,,,,,,5,0.00054885,,,,,,,,,
0.085129,-0.00086695,-1.4496,0.75213,5.0091,0.006677,0.0052106,1.8204e-05,5.5,,,,,,,,,,,,,,,,,,,
0.08488,-0.00049886,-1.3511,0.70019,5.7093,0.0033151,0.002498,8.7272e-06,6,,,,,,,,,,,,,,,,,,,

