"J","Jprime","phi","sym","sigma","expsym","intsysmeps","fraction","ss_var","int_constant_ana","residuals","resnorm","ag","bg","cg","mean","stdev","field_x","field_y","C1","C2","CV","upper","lower","ag_range","bg_range","cg_range",
2222.2554,-2751.5877,0.81833,-0.20458,-0.20458,1.227,1.0601,0.00010052,-5,9.4824e-05,5.6225e-05,0.0053293,0.14241,1.931,0.41255,51.8128,37.2669,-5,0,0.4,0.55613,0.71926,0.080871,0.20395,0.080871,2.0419,0.53119,
846.4616,-2751.5877,2.7756,-0.89849,-1.1031,3.0134,1.0601,0.00010052,-4.5,,5.6225e-05,,,,,,,-4.5,0,,,,1.7567,2.1054,0.20395,1.8258,0.30568,
322.5771,-1047.769,2.7017,-1.3693,-2.4724,11.8511,3.7161,0.00035238,-4,,0.00021638,,,,,,,-4,0,,,,0.29326,0.53184,0.18446,1.7567,0.36177,
123.0886,-398.9769,2.6,-1.3254,-3.7978,44.6051,14.1141,0.0013383,-3.5,,0.00090339,,,,,,,-3.5,0,,,,,,0.10515,2.1054,0.4677,
47.126,-151.9252,2.4521,-1.263,-5.0609,157.7291,50.5835,0.0047965,-3,,0.0035463,,,,,,,-3,0,,,,,,0.20193,1.8525,0.29326,
18.2004,-57.8512,2.2243,-1.1691,-6.23,507.7443,166.3683,0.015776,-2.5,,0.012668,,,,,,,-2.5,0,,,,,,0.085656,2.0038,0.53184,
7.1859,-22.029,1.857,-1.0203,-7.2503,1408.5026,479.0617,0.045426,-2,,0.025248,,,,,,,-2,0.013728,,,,,,,,,
2.9918,-8.3883,1.2705,-0.78186,-8.0321,3078.3403,1121.7107,0.10636,-1.5,,-0.030917,,,,,,,-1.5,0.12672,,,,,,,,,
1.3947,-3.1942,0.4777,-0.43705,-8.4692,4765.6832,1961.0059,0.18595,-1,,-0.038393,,,,,,,-1,0.22386,,,,,,,,,
0.78653,-1.2163,-0.67941,0.050426,-8.4188,4531.3252,2324.2521,0.22039,-0.5,,0.019634,,,,,,,-0.5,0.2038,,,,,,,,,
0.55495,-0.46315,-1.1703,0.46243,-7.9563,2853.6141,1846.2348,0.17507,0,,-0.0046026,,,,,,,0,0.16473,,,,,,,,,
0.46677,-0.17636,-1.3069,0.61931,-7.337,1536.1497,1097.4409,0.10406,0.5,,-0.030884,,,,,,,0.5,0.11985,,,,,,,,,
0.43319,-0.067156,-1.2134,0.63009,-6.7069,818.0651,588.5537,0.055809,1,,-0.012526,,,,,,,1,0.067582,,,,,,,,,
0.42041,-0.025572,-1.0562,0.56742,-6.1395,463.834,320.4748,0.030389,1.5,,-0.0052247,,,,,,,1.5,0.041711,,,,,,,,,
0.41554,-0.0097376,-0.90664,0.49071,-5.6488,283.9541,186.947,0.017727,2,,0.0089386,,,,,,,2,0.016895,,,,,,,,,
0.41369,-0.003708,-0.78268,0.42233,-5.2265,186.1367,117.5227,0.011144,2.5,,0.012457,,,,,,,2.5,0.0068638,,,,,,,,,
0.41298,-0.0014119,-0.6838,0.36662,-4.8599,129.0063,78.7858,0.0074708,3,,0.0092696,,,,,,,3,0.0058078,,,,,,,,,
0.41271,-0.00053765,-0.60515,0.32224,-4.5376,93.4685,55.6187,0.005274,3.5,,0.0058231,,,,,,,3.5,0.0063358,,,,,,,,,
0.41261,-0.00020473,-0.54193,0.28677,-4.2509,70.1653,40.9084,0.0038791,4,,0.0084754,,,,,,,4,0.0015839,,,,,,,,,
0.41257,-7.7958e-05,-0.49035,0.25807,-3.9928,54.2055,31.0927,0.0029483,4.5,,0.007965,,,,,,,4.5,0.00052798,,,,,,,,,
0.41255,-2.9686e-05,-0.44761,0.23449,-3.7583,42.8751,24.2701,0.0023014,5,,0.0072892,,,,,,,5,0,,,,,,,,,
0.41255,-1.1304e-05,-0.41168,0.21482,-3.5435,34.5867,19.3654,0.0018363,5.5,,,,,,,,,,,,,,,,,,,
0.41255,-4.3044e-06,-0.38106,0.19818,-3.3453,28.3686,15.7388,0.0014924,6,,,,,,,,,,,,,,,,,,,

