"J","Jprime","phi","sym","sigma","expsym","intsysmeps","fraction","ss_var","int_constant_ana","ag","bg","cg","C1","C2","CV",
0.24101,-0.012455,-0.8109,0.08163,1.7818,0.16834,-0.01755,3.0665,3.2,,,,,,,,
0.23989,-0.011189,-0.79985,0.080538,1.8623,0.15531,-0.016183,2.8292,3.3,,,,,,,,
0.23888,-0.010051,-0.78864,0.079425,1.9417,0.14345,-0.014938,2.6132,3.4,,,,,,,,
0.23798,-0.0090295,-0.77731,0.078298,2.02,0.13265,-0.013805,2.4164,3.5,,,,,,,,
0.23717,-0.0081116,-0.76593,0.077162,2.0972,0.1228,-0.012773,2.237,3.6,,,,,,,,
0.23644,-0.007287,-0.75452,0.076022,2.1732,0.11381,-0.011831,2.0732,3.7,,,,,,,,
0.23579,-0.0065463,-0.74315,0.074884,2.2481,0.1056,-0.010971,1.9236,3.8,,,,,,,,
0.2352,-0.0058808,-0.73183,0.073749,2.3218,0.098092,-0.010185,1.7869,3.9,,,,,,,,
0.23467,-0.005283,-0.7206,0.072621,2.3945,0.091221,-0.0094657,1.6617,4,,,,,,,,
0.23419,-0.0047459,-0.70948,0.071504,2.466,0.084926,-0.0088074,1.547,4.1,,,,,,,,
0.23377,-0.0042635,-0.69849,0.070399,2.5364,0.079153,-0.008204,1.4419,4.2,,,,,,,,
0.23338,-0.0038301,-0.68766,0.069308,2.6057,0.073853,-0.0076503,1.3453,4.3,,,,,,,,
0.23304,-0.0034407,-0.67699,0.068232,2.6739,0.068982,-0.0071417,1.2566,4.4,,,,,,,,
0.23273,-0.003091,-0.66649,0.067174,2.7411,0.0645,-0.0066741,1.175,4.5,,,,,,,,
0.23245,-0.0027767,-0.65618,0.066134,2.8072,0.060373,-0.0062436,1.0998,4.6,,,,,,,,
0.2322,-0.0024945,-0.64606,0.065112,2.8723,0.056567,-0.005847,1.0304,4.7,,,,,,,,
0.23198,-0.0022409,-0.63614,0.06411,2.9364,0.053054,-0.005481,0.96645,4.8,,,,,,,,
0.23178,-0.0020131,-0.62642,0.063128,2.9996,0.049808,-0.0051431,0.90733,4.9,,,,,,,,
0.2316,-0.0018085,-0.61691,0.062166,3.0617,0.046806,-0.0048307,0.85264,5,,,,,,,,

