"J","Jprime","phi","sym","sigma","expsym","intsysmeps","fraction","ss_var","int_constant_ana","ag","bg","cg","C1","C2","CV",
32.7491,-49.1264,1.1827,-0.059136,-0.059136,1.0609,-0.11351,4.7602,-3,4.4869,"0.23","1.6485","0.42462","0.42462","0.42462","0.42462",
27.8364,-49.1264,1.4357,-0.13092,-0.19006,1.2093,-0.11351,5.4261,-2.9,,,,,,,,
23.6704,-41.6602,1.4185,-0.14271,-0.33277,1.3948,-0.13021,6.2584,-2.8,,,,,,,,
20.1375,-35.3287,1.3997,-0.14091,-0.47368,1.6059,-0.15004,7.2054,-2.7,,,,,,,,
17.1416,-29.9595,1.3791,-0.13894,-0.61262,1.8453,-0.17256,8.2794,-2.6,,,,,,,,
14.601,-25.4063,1.3565,-0.13678,-0.7494,2.1157,-0.19805,9.493,-2.5,,,,,,,,
12.4464,-21.5451,1.3318,-0.13442,-0.88381,2.4201,-0.22679,10.8588,-2.4,,,,,,,,
10.6194,-18.2707,1.3047,-0.13183,-1.0156,2.7611,-0.25906,12.3889,-2.3,,,,,,,,
9.07,-15.4939,1.275,-0.12898,-1.1446,3.1413,-0.29512,14.0945,-2.2,,,,,,,,
7.7561,-13.1392,1.2423,-0.12586,-1.2705,3.5626,-0.33519,15.985,-2.1,,,,,,,,
6.6418,-11.1423,1.2065,-0.12244,-1.3929,4.0266,-0.37946,18.067,-2,,,,,,,,
5.697,-9.4489,1.1672,-0.11869,-1.5116,4.5341,-0.42803,20.3438,-1.9,,,,,,,,
4.8957,-8.0129,1.1243,-0.11458,-1.6262,5.0845,-0.48093,22.8135,-1.8,,,,,,,,
4.2162,-6.7951,1.0774,-0.11008,-1.7363,5.6762,-0.53803,25.4683,-1.7,,,,,,,,
3.6399,-5.7624,1.0263,-0.10518,-1.8415,6.3057,-0.59909,28.293,-1.6,,,,,,,,
3.1513,-4.8866,0.97085,-0.099856,-1.9413,6.9679,-0.66368,31.2641,-1.5,,,,,,,,
2.7369,-4.1439,0.91098,-0.094091,-2.0354,7.6554,-0.73116,34.3486,-1.4,,,,,,,,
2.3855,-3.5141,0.84665,-0.087881,-2.1233,8.3586,-0.8007,37.5038,-1.3,,,,,,,,
2.0875,-2.9801,0.77796,-0.08123,-2.2045,9.0659,-0.87122,40.6774,-1.2,,,,,,,,
1.8347,-2.5272,0.7051,-0.074153,-2.2787,9.7637,-0.94148,43.8084,-1.1,,,,,,,,
1.6204,-2.1431,0.62838,-0.066674,-2.3453,10.4368,-1.01,46.8289,-1,,,,,,,,
1.4387,-1.8174,0.54813,-0.058825,-2.4042,11.0692,-1.0753,49.6662,-0.9,,,,,,,,
