"J","Jprime","phi","sym","sigma","expsym","intsysmeps","fraction","ss_var","int_constant_ana","ag","bg","cg","C1","C2","CV",
0.87309,-0.76732,0.01976,-0.0039505,-1.1445,3.1409,-0.31347,43.503,-0.5,,,,,,,,
0.804,-0.69084,-0.026046,0.00031428,-1.1442,3.1399,-0.31404,43.4894,-0.4,,,,,,,,
0.74181,-0.62198,-0.073834,0.004994,-1.1392,3.1243,-0.31321,43.2727,-0.3,,,,,,,,
0.68581,-0.55998,-0.12288,0.0098359,-1.1294,3.0937,-0.3109,42.8492,-0.2,,,,,,,,
0.63539,-0.50417,-0.17284,0.014786,-1.1146,3.0483,-0.3071,42.2203,-0.1,,,,,,,,
0.59,-0.45391,-0.22339,0.019811,-1.0948,2.9885,-0.30184,41.3921,0,,,,,,,,
0.54913,-0.40867,-0.27426,0.024883,-1.0699,2.915,-0.29518,40.3748,0.1,,,,,,,,
0.51234,-0.36794,-0.32516,0.029971,-1.0399,2.829,-0.2872,39.1827,0.2,,,,,,,,
0.47921,-0.33126,-0.37577,0.035047,-1.0049,2.7315,-0.27802,37.8333,0.3,,,,,,,,
0.44939,-0.29824,-0.42579,0.040078,-0.96479,2.6242,-0.26779,36.347,0.4,,,,,,,,
0.42254,-0.26851,-0.4749,0.045034,-0.91975,2.5087,-0.25664,34.7464,0.5,,,,,,,,
0.39836,-0.24175,-0.52277,0.049883,-0.86987,2.3866,-0.24476,33.0556,0.6,,,,,,,,
0.3766,-0.21765,-0.56912,0.054595,-0.81527,2.2598,-0.23232,31.2994,0.7,,,,,,,,
0.357,-0.19596,-0.61364,0.059138,-0.75613,2.13,-0.21949,29.502,0.8,,,,,,,,
0.33936,-0.17643,-0.65608,0.063486,-0.69265,1.999,-0.20645,27.6873,0.9,,,,,,,,
0.32347,-0.15884,-0.69619,0.067613,-0.62504,1.8683,-0.19337,25.8771,1,,,,,,,,
0.30917,-0.14301,-0.73376,0.071498,-0.55354,1.7394,-0.18039,24.0916,1.1,,,,,,,,
0.2963,-0.12875,-0.76864,0.07512,-0.47842,1.6135,-0.16765,22.3481,1.2,,,,,,,,
0.28471,-0.11592,-0.80068,0.078466,-0.39995,1.4918,-0.15526,20.6616,1.3,,,,,,,,
0.27427,-0.10437,-0.8298,0.081524,-0.31843,1.375,-0.14334,19.044,1.4,,,,,,,,
0.26487,-0.093964,-0.85594,0.084287,-0.23414,1.2638,-0.13194,17.5047,1.5,,,,,,,,
0.25641,-0.084598,-0.87911,0.086753,-0.14739,1.1588,-0.12113,16.0501,1.6,,,,,,,,
0.2488,-0.076165,-0.89933,0.088922,-0.058467,1.0602,-0.11095,14.6845,1.7,,,,,,,,
0.24194,-0.068574,-0.91665,0.090799,0.032332,0.96819,-0.10142,13.4099,1.8,,,,,,,,
0.23577,-0.061738,-0.93116,0.092391,0.12472,0.88274,-0.092546,12.2265,1.9,,,,,,,,
0.23021,-0.055585,-0.94299,0.093707,0.21843,0.80378,-0.084326,11.1328,2,,,,,,,,
0.2252,-0.050044,-0.95225,0.094762,0.31319,0.73111,-0.076744,10.1263,2.1,,,,,,,,
0.2207,-0.045056,-0.95911,0.095568,0.40876,0.66447,-0.069779,9.2033,2.2,,,,,,,,
0.21664,-0.040565,-0.96371,0.096141,0.5049,0.60357,-0.063402,8.3597,2.3,,,,,,,,
0.21299,-0.036522,-0.96623,0.096497,0.6014,0.54805,-0.057581,7.5907,2.4,,,,,,,,
0.2097,-0.032881,-0.96684,0.096654,0.69805,0.49755,-0.05228,6.8914,2.5,,,,,,,,
0.20674,-0.029604,-0.96571,0.096628,0.79468,0.45173,-0.047464,6.2567,2.6,,,,,,,,
0.20407,-0.026653,-0.96301,0.096436,0.89112,0.4102,-0.043096,5.6815,2.7,,,,,,,,
0.20167,-0.023996,-0.95889,0.096095,0.98721,0.37261,-0.039141,5.1609,2.8,,,,,,,,
0.19951,-0.021605,-0.95352,0.09562,1.0828,0.33864,-0.035563,4.6903,2.9,,,,,,,,
0.19757,-0.019451,-0.94704,0.095028,1.1779,0.30794,-0.032329,4.2651,3,,,,,,,,
0.19582,-0.017512,-0.93959,0.094331,1.2722,0.28022,-0.029408,3.8812,3.1,,,,,,,,
0.19424,-0.015767,-0.9313,0.093545,1.3657,0.25519,-0.026771,3.5346,3.2,,,,,,,,
0.19282,-0.014195,-0.9223,0.09268,1.4584,0.2326,-0.02439,3.2217,3.3,,,,,,,,
0.19154,-0.01278,-0.91269,0.09175,1.5502,0.21221,-0.022241,2.9393,3.4,,,,,,,,
0.19039,-0.011506,-0.90258,0.090764,1.6409,0.1938,-0.020301,2.6842,3.5,,,,,,,,
0.18936,-0.01036,-0.89205,0.089732,1.7307,0.17717,-0.018548,2.4539,3.6,,,,,,,,
0.18842,-0.0093269,-0.88119,0.088662,1.8193,0.16214,-0.016965,2.2457,3.7,,,,,,,,
0.18758,-0.0083973,-0.87007,0.087563,1.9069,0.14854,-0.015534,2.0574,3.8,,,,,,,,
0.18683,-0.0075603,-0.85876,0.086442,1.9933,0.13624,-0.014239,1.887,3.9,,,,,,,,
0.18615,-0.0068067,-0.84732,0.085304,2.0786,0.1251,-0.013067,1.7327,4,,,,,,,,
0.18554,-0.0061282,-0.8358,0.084156,2.1628,0.115,-0.012005,1.5929,4.1,,,,,,,,
0.18498,-0.0055174,-0.82424,0.083002,2.2458,0.10584,-0.011042,1.466,4.2,,,,,,,,
0.18449,-0.0049675,-0.81268,0.081846,2.3276,0.097526,-0.010169,1.3508,4.3,,,,,,,,
0.18404,-0.0044723,-0.80117,0.080692,2.4083,0.089966,-0.0093746,1.2461,4.4,,,,,,,,
0.18364,-0.0040265,-0.78972,0.079544,2.4879,0.083087,-0.0086526,1.1508,4.5,,,,,,,,
0.18327,-0.0036252,-0.77836,0.078404,2.5663,0.076821,-0.0079954,1.064,4.6,,,,,,,,
0.18295,-0.0032638,-0.76712,0.077274,2.6435,0.071108,-0.0073965,0.98489,4.7,,,,,,,,
0.18265,-0.0029385,-0.75601,0.076156,2.7197,0.065894,-0.0068501,0.91267,4.8,,,,,,,,
0.18239,-0.0026456,-0.74505,0.075053,2.7948,0.06113,-0.0063512,0.84668,4.9,,,,,,,,
0.18215,-0.0023819,-0.73425,0.073965,2.8687,0.056771,-0.005895,0.78631,5,,,,,,,,

